Start,End,Open,High,Low,Close,Volume,Market Cap
2021-02-06,2021-02-07,38300.044187397,40858.551618965,38288.9866536,39191.507551212,106251967992.13086,742154277235.7987
2021-02-05,2021-02-06,36977.782665012,38280.062918168,36634.285663123,37945.964473995,100182647822.41147,699542082662.3137
2021-02-04,2021-02-05,37659.040571778,38734.575564407,36321.734428475,36938.034865347,95050564959.05241,698357377544.645
2021-02-03,2021-02-04,35476.1418073,37565.357808704,35476.1418073,37551.934350785,89352747406.26642,680092225536.1284
2021-02-02,2021-02-03,33536.478066134,35943.342298691,33536.478066134,35507.127708897,86758683273.6702,645559209205.8447
2021-02-01,2021-02-02,33082.843766076,34599.997674392,32402.29412938,33513.441195617,89774569869.48357,627169519579.1973
2021-01-31,2021-02-01,34275.231552263,34275.231552263,32213.318325273,33136.139470858,79168365015.20486,622243238404.2793
2021-01-30,2021-01-31,34309.766648854,34823.466472083,33037.986187976,34333.107938735,144056482145.46536,633604068982.4443
2021-01-29,2021-01-30,33332.491752266,38320.825534633,32011.680302496,34241.186845666,152370872355.5225,651330512374.7645
2021-01-28,2021-01-29,30400.930931436,33755.549370921,29932.908804984,33117.572836963,102591907666.95448,590626513517.468
2021-01-27,2021-01-28,32503.855990523,32503.855990523,29329.891444801,30305.343778842,90755198572.16115,578889895940.6112
2021-01-26,2021-01-27,32305.898873031,32773.465650469,31013.714458819,32577.768696891,94141056517.76187,594982368471.0361
2021-01-25,2021-01-26,32224.508685312,34818.219001231,32130.657203999,32272.783841286,85932342667.28577,620636318880.9111
